text,label
Your card has been charged fraudulently. Call us at +84881631572 immediately and confirm your CVV.,1
Your card has been charged fraudulently. Call us at +84881022165 immediately and confirm your CVV.,1
Let's schedule your medical appointment for next Monday.,0
Your parcel is out for delivery and will arrive today.,0
Your parcel is out for delivery and will arrive today.,0
"This is the police. Your bank account has been compromised, transfer $542 to 1021607448.",1
Let's schedule your medical appointment for next Monday.,0
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
Your parcel is out for delivery and will arrive today.,0
This is the bank. We need your OTP 876273 to resolve an urgent problem.,1
Reminder: Your electricity bill is due next week.,0
Reminder: Your electricity bill is due next week.,0
Your card has been charged fraudulently. Call us at +84985214548 immediately and confirm your CVV.,1
Your card has been charged fraudulently. Call us at +84323437771 immediately and confirm your CVV.,1
This is the bank. We need your OTP 142496 to resolve an urgent problem.,1
"This is the police. Your bank account has been compromised, transfer $4693 to 7969543632.",1
Let's schedule your medical appointment for next Monday.,0
Your card has been charged fraudulently. Call us at +84049002643 immediately and confirm your CVV.,1
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
Reminder: Your electricity bill is due next week.,0
"This is the police. Your bank account has been compromised, transfer $622 to 7282760441.",1
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
Are we still on for the meeting tomorrow?,0
Your card has been charged fraudulently. Call us at +84906100422 immediately and confirm your CVV.,1
Your card has been charged fraudulently. Call us at +84523339242 immediately and confirm your CVV.,1
This is the bank. We need your OTP 306374 to resolve an urgent problem.,1
Your card has been charged fraudulently. Call us at +84085640804 immediately and confirm your CVV.,1
Your parcel is out for delivery and will arrive today.,0
Your parcel is out for delivery and will arrive today.,0
Your card has been charged fraudulently. Call us at +84013322205 immediately and confirm your CVV.,1
Let's schedule your medical appointment for next Monday.,0
Reminder: Your electricity bill is due next week.,0
"This is the police. Your bank account has been compromised, transfer $4327 to 7741887594.",1
"This is the police. Your bank account has been compromised, transfer $2430 to 2279353751.",1
Your parcel is out for delivery and will arrive today.,0
Reminder: Your electricity bill is due next week.,0
Reminder: Your electricity bill is due next week.,0
Let's schedule your medical appointment for next Monday.,0
Reminder: Your electricity bill is due next week.,0
Let's schedule your medical appointment for next Monday.,0
Let's schedule your medical appointment for next Monday.,0
Your parcel is out for delivery and will arrive today.,0
Are we still on for the meeting tomorrow?,0
Reminder: Your electricity bill is due next week.,0
Your card has been charged fraudulently. Call us at +84357780365 immediately and confirm your CVV.,1
Congratulations! You won a government grant. Provide your bank details to receive $2536.,1
Your card has been charged fraudulently. Call us at +84930764975 immediately and confirm your CVV.,1
"This is the police. Your bank account has been compromised, transfer $216 to 0615153387.",1
Your parcel is out for delivery and will arrive today.,0
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
This is the bank. We need your OTP 570164 to resolve an urgent problem.,1
This is the bank. We need your OTP 250844 to resolve an urgent problem.,1
"This is the police. Your bank account has been compromised, transfer $4458 to 6927385065.",1
Your parcel is out for delivery and will arrive today.,0
Are we still on for the meeting tomorrow?,0
Your parcel is out for delivery and will arrive today.,0
Your card has been charged fraudulently. Call us at +84689833707 immediately and confirm your CVV.,1
This is the bank. We need your OTP 861252 to resolve an urgent problem.,1
Congratulations! You won a government grant. Provide your bank details to receive $4924.,1
Congratulations! You won a government grant. Provide your bank details to receive $3698.,1
Your parcel is out for delivery and will arrive today.,0
Are we still on for the meeting tomorrow?,0
Your card has been charged fraudulently. Call us at +84671028423 immediately and confirm your CVV.,1
Are we still on for the meeting tomorrow?,0
"This is the police. Your bank account has been compromised, transfer $4958 to 9606128508.",1
Congratulations! You won a government grant. Provide your bank details to receive $2701.,1
Your parcel is out for delivery and will arrive today.,0
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
Your parcel is out for delivery and will arrive today.,0
This is the bank. We need your OTP 377708 to resolve an urgent problem.,1
Your parcel is out for delivery and will arrive today.,0
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
Congratulations! You won a government grant. Provide your bank details to receive $4521.,1
Your parcel is out for delivery and will arrive today.,0
Your card has been charged fraudulently. Call us at +84148928385 immediately and confirm your CVV.,1
Are we still on for the meeting tomorrow?,0
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
This is the bank. We need your OTP 274147 to resolve an urgent problem.,1
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
Are we still on for the meeting tomorrow?,0
Your card has been charged fraudulently. Call us at +84420135849 immediately and confirm your CVV.,1
Your parcel is out for delivery and will arrive today.,0
Reminder: Your electricity bill is due next week.,0
Your card has been charged fraudulently. Call us at +84302212747 immediately and confirm your CVV.,1
Reminder: Your electricity bill is due next week.,0
"This is the police. Your bank account has been compromised, transfer $364 to 9610360676.",1
"This is the police. Your bank account has been compromised, transfer $3041 to 6730070472.",1
Let's schedule your medical appointment for next Monday.,0
Are we still on for the meeting tomorrow?,0
Your parcel is out for delivery and will arrive today.,0
Are we still on for the meeting tomorrow?,0
Let's schedule your medical appointment for next Monday.,0
Are we still on for the meeting tomorrow?,0
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
This is the bank. We need your OTP 089771 to resolve an urgent problem.,1
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
Let's schedule your medical appointment for next Monday.,0
"This is the police. Your bank account has been compromised, transfer $2494 to 4237114982.",1
Congratulations! You won a government grant. Provide your bank details to receive $266.,1
Are we still on for the meeting tomorrow?,0
"This is the police. Your bank account has been compromised, transfer $2133 to 3105407967.",1
Your parcel is out for delivery and will arrive today.,0
Your parcel is out for delivery and will arrive today.,0
Your parcel is out for delivery and will arrive today.,0
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
Your parcel is out for delivery and will arrive today.,0
Your card has been charged fraudulently. Call us at +84042682125 immediately and confirm your CVV.,1
Your parcel is out for delivery and will arrive today.,0
Your parcel is out for delivery and will arrive today.,0
Reminder: Your electricity bill is due next week.,0
Your card has been charged fraudulently. Call us at +84825439925 immediately and confirm your CVV.,1
Your parcel is out for delivery and will arrive today.,0
Are we still on for the meeting tomorrow?,0
Are we still on for the meeting tomorrow?,0
Your parcel is out for delivery and will arrive today.,0
Your card has been charged fraudulently. Call us at +84131584921 immediately and confirm your CVV.,1
"This is the police. Your bank account has been compromised, transfer $4273 to 5512274977.",1
Congratulations! You won a government grant. Provide your bank details to receive $1471.,1
Are we still on for the meeting tomorrow?,0
Your card has been charged fraudulently. Call us at +84326429140 immediately and confirm your CVV.,1
Your parcel is out for delivery and will arrive today.,0
Congratulations! You won a government grant. Provide your bank details to receive $3147.,1
Let's schedule your medical appointment for next Monday.,0
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
Your parcel is out for delivery and will arrive today.,0
This is the bank. We need your OTP 570719 to resolve an urgent problem.,1
Are we still on for the meeting tomorrow?,0
Let's schedule your medical appointment for next Monday.,0
Are we still on for the meeting tomorrow?,0
Are we still on for the meeting tomorrow?,0
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
Are we still on for the meeting tomorrow?,0
This is the bank. We need your OTP 606506 to resolve an urgent problem.,1
Your parcel is out for delivery and will arrive today.,0
"This is the police. Your bank account has been compromised, transfer $1289 to 8152838546.",1
Let's schedule your medical appointment for next Monday.,0
"This is the police. Your bank account has been compromised, transfer $4225 to 9734079009.",1
"This is the police. Your bank account has been compromised, transfer $4801 to 7731301079.",1
Congratulations! You won a government grant. Provide your bank details to receive $1012.,1
Your card has been charged fraudulently. Call us at +84281440733 immediately and confirm your CVV.,1
Your parcel is out for delivery and will arrive today.,0
This is the bank. We need your OTP 678124 to resolve an urgent problem.,1
Reminder: Your electricity bill is due next week.,0
Congratulations! You won a government grant. Provide your bank details to receive $1964.,1
Are we still on for the meeting tomorrow?,0
Congratulations! You won a government grant. Provide your bank details to receive $1729.,1
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
Let's schedule your medical appointment for next Monday.,0
Are we still on for the meeting tomorrow?,0
Let's schedule your medical appointment for next Monday.,0
Your parcel is out for delivery and will arrive today.,0
Are we still on for the meeting tomorrow?,0
Your parcel is out for delivery and will arrive today.,0
Congratulations! You won a government grant. Provide your bank details to receive $4850.,1
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
Are we still on for the meeting tomorrow?,0
"This is the police. Your bank account has been compromised, transfer $4202 to 8469063158.",1
"This is the police. Your bank account has been compromised, transfer $4821 to 3876782125.",1
Your parcel is out for delivery and will arrive today.,0
Congratulations! You won a government grant. Provide your bank details to receive $3598.,1
Reminder: Your electricity bill is due next week.,0
Let's schedule your medical appointment for next Monday.,0
Let's schedule your medical appointment for next Monday.,0
Are we still on for the meeting tomorrow?,0
Are we still on for the meeting tomorrow?,0
Your card has been charged fraudulently. Call us at +84333485730 immediately and confirm your CVV.,1
Reminder: Your electricity bill is due next week.,0
"This is the police. Your bank account has been compromised, transfer $4171 to 0490477178.",1
Are we still on for the meeting tomorrow?,0
Let's schedule your medical appointment for next Monday.,0
Your card has been charged fraudulently. Call us at +84558375794 immediately and confirm your CVV.,1
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
Let's schedule your medical appointment for next Monday.,0
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
Are we still on for the meeting tomorrow?,0
"This is the police. Your bank account has been compromised, transfer $1723 to 0391182178.",1
Your parcel is out for delivery and will arrive today.,0
Your card has been charged fraudulently. Call us at +84796920048 immediately and confirm your CVV.,1
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
Congratulations! You won a government grant. Provide your bank details to receive $4025.,1
"This is the police. Your bank account has been compromised, transfer $123 to 5292859343.",1
Reminder: Your electricity bill is due next week.,0
Congratulations! You won a government grant. Provide your bank details to receive $3567.,1
Reminder: Your electricity bill is due next week.,0
Your card has been charged fraudulently. Call us at +84239038727 immediately and confirm your CVV.,1
Congratulations! You won a government grant. Provide your bank details to receive $2365.,1
Let's schedule your medical appointment for next Monday.,0
This is the bank. We need your OTP 229048 to resolve an urgent problem.,1
Your card has been charged fraudulently. Call us at +84273506547 immediately and confirm your CVV.,1
Congratulations! You won a government grant. Provide your bank details to receive $4965.,1
Let's schedule your medical appointment for next Monday.,0
Your card has been charged fraudulently. Call us at +84824761120 immediately and confirm your CVV.,1
Your parcel is out for delivery and will arrive today.,0
Your parcel is out for delivery and will arrive today.,0
Reminder: Your electricity bill is due next week.,0
Reminder: Your electricity bill is due next week.,0
Congratulations! You won a government grant. Provide your bank details to receive $3664.,1
Your parcel is out for delivery and will arrive today.,0
This is the bank. We need your OTP 796985 to resolve an urgent problem.,1
Your parcel is out for delivery and will arrive today.,0
Your card has been charged fraudulently. Call us at +84384380820 immediately and confirm your CVV.,1
Let's schedule your medical appointment for next Monday.,0
Let's schedule your medical appointment for next Monday.,0
Reminder: Your electricity bill is due next week.,0
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
This is the bank. We need your OTP 801963 to resolve an urgent problem.,1
Are we still on for the meeting tomorrow?,0
Are we still on for the meeting tomorrow?,0
Congratulations! You won a government grant. Provide your bank details to receive $4775.,1
"This is the police. Your bank account has been compromised, transfer $235 to 5635040817.",1
Your card has been charged fraudulently. Call us at +84418118583 immediately and confirm your CVV.,1
Are we still on for the meeting tomorrow?,0
Are we still on for the meeting tomorrow?,0
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
Reminder: Your electricity bill is due next week.,0
Your card has been charged fraudulently. Call us at +84806697087 immediately and confirm your CVV.,1
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
This is the bank. We need your OTP 007232 to resolve an urgent problem.,1
This is the bank. We need your OTP 723884 to resolve an urgent problem.,1
Let's schedule your medical appointment for next Monday.,0
Your card has been charged fraudulently. Call us at +84202275391 immediately and confirm your CVV.,1
Your card has been charged fraudulently. Call us at +84109226628 immediately and confirm your CVV.,1
Your parcel is out for delivery and will arrive today.,0
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
Congratulations! You won a government grant. Provide your bank details to receive $308.,1
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
Congratulations! You won a government grant. Provide your bank details to receive $2201.,1
Your card has been charged fraudulently. Call us at +84933412626 immediately and confirm your CVV.,1
Your card has been charged fraudulently. Call us at +84935942988 immediately and confirm your CVV.,1
Your parcel is out for delivery and will arrive today.,0
Are we still on for the meeting tomorrow?,0
This is the bank. We need your OTP 187663 to resolve an urgent problem.,1
Your parcel is out for delivery and will arrive today.,0
"This is the police. Your bank account has been compromised, transfer $3055 to 4279798668.",1
Let's schedule your medical appointment for next Monday.,0
Your card has been charged fraudulently. Call us at +84356953591 immediately and confirm your CVV.,1
Your card has been charged fraudulently. Call us at +84262087275 immediately and confirm your CVV.,1
Let's schedule your medical appointment for next Monday.,0
Your parcel is out for delivery and will arrive today.,0
Are we still on for the meeting tomorrow?,0
Your parcel is out for delivery and will arrive today.,0
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
Reminder: Your electricity bill is due next week.,0
Your card has been charged fraudulently. Call us at +84736099147 immediately and confirm your CVV.,1
Reminder: Your electricity bill is due next week.,0
Let's schedule your medical appointment for next Monday.,0
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
Reminder: Your electricity bill is due next week.,0
"This is the police. Your bank account has been compromised, transfer $4306 to 2674581522.",1
Are we still on for the meeting tomorrow?,0
This is the bank. We need your OTP 685936 to resolve an urgent problem.,1
This is the bank. We need your OTP 670107 to resolve an urgent problem.,1
Are we still on for the meeting tomorrow?,0
Congratulations! You won a government grant. Provide your bank details to receive $3293.,1
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
Your card has been charged fraudulently. Call us at +84475088746 immediately and confirm your CVV.,1
This is the bank. We need your OTP 679646 to resolve an urgent problem.,1
"This is the police. Your bank account has been compromised, transfer $3545 to 9673024087.",1
Are we still on for the meeting tomorrow?,0
This is the bank. We need your OTP 517580 to resolve an urgent problem.,1
Let's schedule your medical appointment for next Monday.,0
Your card has been charged fraudulently. Call us at +84673813738 immediately and confirm your CVV.,1
Reminder: Your electricity bill is due next week.,0
Let's schedule your medical appointment for next Monday.,0
Your parcel is out for delivery and will arrive today.,0
Are we still on for the meeting tomorrow?,0
This is the bank. We need your OTP 574481 to resolve an urgent problem.,1
"This is the police. Your bank account has been compromised, transfer $938 to 5215279118.",1
Are we still on for the meeting tomorrow?,0
Let's schedule your medical appointment for next Monday.,0
Your parcel is out for delivery and will arrive today.,0
Your card has been charged fraudulently. Call us at +84785001399 immediately and confirm your CVV.,1
Congratulations! You won a government grant. Provide your bank details to receive $2618.,1
Reminder: Your electricity bill is due next week.,0
Congratulations! You won a government grant. Provide your bank details to receive $3498.,1
This is the bank. We need your OTP 779057 to resolve an urgent problem.,1
Your card has been charged fraudulently. Call us at +84567303205 immediately and confirm your CVV.,1
Your card has been charged fraudulently. Call us at +84735676846 immediately and confirm your CVV.,1
Let's schedule your medical appointment for next Monday.,0
Let's schedule your medical appointment for next Monday.,0
Your parcel is out for delivery and will arrive today.,0
This is the bank. We need your OTP 695586 to resolve an urgent problem.,1
Congratulations! You won a government grant. Provide your bank details to receive $4134.,1
Your parcel is out for delivery and will arrive today.,0
"This is the police. Your bank account has been compromised, transfer $4693 to 2087058321.",1
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
Your parcel is out for delivery and will arrive today.,0
Are we still on for the meeting tomorrow?,0
Are we still on for the meeting tomorrow?,0
This is the bank. We need your OTP 073516 to resolve an urgent problem.,1
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
Reminder: Your electricity bill is due next week.,0
Reminder: Your electricity bill is due next week.,0
Congratulations! You won a government grant. Provide your bank details to receive $3648.,1
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
Are we still on for the meeting tomorrow?,0
Are we still on for the meeting tomorrow?,0
Reminder: Your electricity bill is due next week.,0
"This is the police. Your bank account has been compromised, transfer $2015 to 9667904198.",1
Your card has been charged fraudulently. Call us at +84667243232 immediately and confirm your CVV.,1
Your parcel is out for delivery and will arrive today.,0
Congratulations! You won a government grant. Provide your bank details to receive $928.,1
Your parcel is out for delivery and will arrive today.,0
Congratulations! You won a government grant. Provide your bank details to receive $3432.,1
This is the bank. We need your OTP 089583 to resolve an urgent problem.,1
"This is the police. Your bank account has been compromised, transfer $2305 to 7886867618.",1
Your parcel is out for delivery and will arrive today.,0
This is the bank. We need your OTP 565419 to resolve an urgent problem.,1
Congratulations! You won a government grant. Provide your bank details to receive $3184.,1
This is the bank. We need your OTP 097421 to resolve an urgent problem.,1
Reminder: Your electricity bill is due next week.,0
Reminder: Your electricity bill is due next week.,0
Reminder: Your electricity bill is due next week.,0
Your card has been charged fraudulently. Call us at +84465648917 immediately and confirm your CVV.,1
Congratulations! You won a government grant. Provide your bank details to receive $1225.,1
Your card has been charged fraudulently. Call us at +84304406144 immediately and confirm your CVV.,1
Let's schedule your medical appointment for next Monday.,0
This is the bank. We need your OTP 502931 to resolve an urgent problem.,1
Your parcel is out for delivery and will arrive today.,0
Your parcel is out for delivery and will arrive today.,0
Are we still on for the meeting tomorrow?,0
Let's schedule your medical appointment for next Monday.,0
"This is the police. Your bank account has been compromised, transfer $3213 to 4507126583.",1
Are we still on for the meeting tomorrow?,0
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
Congratulations! You won a government grant. Provide your bank details to receive $3459.,1
Your card has been charged fraudulently. Call us at +84975086222 immediately and confirm your CVV.,1
Congratulations! You won a government grant. Provide your bank details to receive $2582.,1
Your parcel is out for delivery and will arrive today.,0
Congratulations! You won a government grant. Provide your bank details to receive $1792.,1
Let's schedule your medical appointment for next Monday.,0
Let's schedule your medical appointment for next Monday.,0
Reminder: Your electricity bill is due next week.,0
"This is the police. Your bank account has been compromised, transfer $3483 to 5073305088.",1
Your card has been charged fraudulently. Call us at +84460738927 immediately and confirm your CVV.,1
Your card has been charged fraudulently. Call us at +84200404372 immediately and confirm your CVV.,1
Are we still on for the meeting tomorrow?,0
"This is the police. Your bank account has been compromised, transfer $65 to 1319208119.",1
Let's schedule your medical appointment for next Monday.,0
Congratulations! You won a government grant. Provide your bank details to receive $2150.,1
"This is the police. Your bank account has been compromised, transfer $1012 to 8757447034.",1
"This is the police. Your bank account has been compromised, transfer $1231 to 7192996354.",1
"This is the police. Your bank account has been compromised, transfer $4394 to 1387301940.",1
Reminder: Your electricity bill is due next week.,0
"This is the police. Your bank account has been compromised, transfer $3842 to 5813899789.",1
Reminder: Your electricity bill is due next week.,0
Congratulations! You won a government grant. Provide your bank details to receive $2464.,1
Let's schedule your medical appointment for next Monday.,0
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
"This is the police. Your bank account has been compromised, transfer $104 to 3339965751.",1
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
Are we still on for the meeting tomorrow?,0
Your card has been charged fraudulently. Call us at +84699132409 immediately and confirm your CVV.,1
"This is the police. Your bank account has been compromised, transfer $4199 to 4460035067.",1
Your card has been charged fraudulently. Call us at +84348570537 immediately and confirm your CVV.,1
Reminder: Your electricity bill is due next week.,0
Let's schedule your medical appointment for next Monday.,0
Your parcel is out for delivery and will arrive today.,0
Congratulations! You won a government grant. Provide your bank details to receive $3264.,1
Are we still on for the meeting tomorrow?,0
Are we still on for the meeting tomorrow?,0
Your parcel is out for delivery and will arrive today.,0
Your card has been charged fraudulently. Call us at +84369406807 immediately and confirm your CVV.,1
Are we still on for the meeting tomorrow?,0
Are we still on for the meeting tomorrow?,0
Your card has been charged fraudulently. Call us at +84888374168 immediately and confirm your CVV.,1
This is the bank. We need your OTP 249613 to resolve an urgent problem.,1
Your parcel is out for delivery and will arrive today.,0
Congratulations! You won a government grant. Provide your bank details to receive $2317.,1
This is the bank. We need your OTP 272467 to resolve an urgent problem.,1
Reminder: Your electricity bill is due next week.,0
This is the bank. We need your OTP 125150 to resolve an urgent problem.,1
Reminder: Your electricity bill is due next week.,0
Reminder: Your electricity bill is due next week.,0
This is the bank. We need your OTP 027636 to resolve an urgent problem.,1
Your card has been charged fraudulently. Call us at +84422970338 immediately and confirm your CVV.,1
Your parcel is out for delivery and will arrive today.,0
Are we still on for the meeting tomorrow?,0
Reminder: Your electricity bill is due next week.,0
Reminder: Your electricity bill is due next week.,0
Reminder: Your electricity bill is due next week.,0
Reminder: Your electricity bill is due next week.,0
Your card has been charged fraudulently. Call us at +84119872561 immediately and confirm your CVV.,1
"This is the police. Your bank account has been compromised, transfer $4178 to 4938555855.",1
Congratulations! You won a government grant. Provide your bank details to receive $3527.,1
"This is the police. Your bank account has been compromised, transfer $2728 to 6753359736.",1
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
Are we still on for the meeting tomorrow?,0
Reminder: Your electricity bill is due next week.,0
Your card has been charged fraudulently. Call us at +84972286373 immediately and confirm your CVV.,1
Are we still on for the meeting tomorrow?,0
Your card has been charged fraudulently. Call us at +84775278450 immediately and confirm your CVV.,1
This is the bank. We need your OTP 238995 to resolve an urgent problem.,1
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
Your parcel is out for delivery and will arrive today.,0
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
Are we still on for the meeting tomorrow?,0
Your parcel is out for delivery and will arrive today.,0
This is the bank. We need your OTP 611425 to resolve an urgent problem.,1
Are we still on for the meeting tomorrow?,0
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
"This is the police. Your bank account has been compromised, transfer $4717 to 8491559202.",1
Are we still on for the meeting tomorrow?,0
Congratulations! You won a government grant. Provide your bank details to receive $921.,1
Are we still on for the meeting tomorrow?,0
Reminder: Your electricity bill is due next week.,0
Your card has been charged fraudulently. Call us at +84035289580 immediately and confirm your CVV.,1
This is the bank. We need your OTP 677390 to resolve an urgent problem.,1
Your parcel is out for delivery and will arrive today.,0
Congratulations! You won a government grant. Provide your bank details to receive $2555.,1
Your parcel is out for delivery and will arrive today.,0
Congratulations! You won a government grant. Provide your bank details to receive $4563.,1
Your parcel is out for delivery and will arrive today.,0
Reminder: Your electricity bill is due next week.,0
Reminder: Your electricity bill is due next week.,0
Congratulations! You won a government grant. Provide your bank details to receive $2734.,1
Your card has been charged fraudulently. Call us at +84116962667 immediately and confirm your CVV.,1
Your parcel is out for delivery and will arrive today.,0
Reminder: Your electricity bill is due next week.,0
"This is the police. Your bank account has been compromised, transfer $4819 to 5213947544.",1
Let's schedule your medical appointment for next Monday.,0
Are we still on for the meeting tomorrow?,0
"This is the police. Your bank account has been compromised, transfer $416 to 4266109616.",1
Are we still on for the meeting tomorrow?,0
Reminder: Your electricity bill is due next week.,0
Your card has been charged fraudulently. Call us at +84145536928 immediately and confirm your CVV.,1
Are we still on for the meeting tomorrow?,0
Your card has been charged fraudulently. Call us at +84688334149 immediately and confirm your CVV.,1
Are we still on for the meeting tomorrow?,0
Let's schedule your medical appointment for next Monday.,0
Reminder: Your electricity bill is due next week.,0
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
Congratulations! You won a government grant. Provide your bank details to receive $3880.,1
Your parcel is out for delivery and will arrive today.,0
This is the bank. We need your OTP 878288 to resolve an urgent problem.,1
"This is the police. Your bank account has been compromised, transfer $931 to 2290494803.",1
"This is the police. Your bank account has been compromised, transfer $313 to 9796248775.",1
Are we still on for the meeting tomorrow?,0
Let's schedule your medical appointment for next Monday.,0
Your card has been charged fraudulently. Call us at +84019129196 immediately and confirm your CVV.,1
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
Your card has been charged fraudulently. Call us at +84668658178 immediately and confirm your CVV.,1
"This is the police. Your bank account has been compromised, transfer $975 to 5690681707.",1
Are we still on for the meeting tomorrow?,0
Congratulations! You won a government grant. Provide your bank details to receive $1731.,1
Reminder: Your electricity bill is due next week.,0
"This is the police. Your bank account has been compromised, transfer $3206 to 2513754106.",1
Reminder: Your electricity bill is due next week.,0
"This is the police. Your bank account has been compromised, transfer $81 to 0997370645.",1
Congratulations! You won a government grant. Provide your bank details to receive $4662.,1
This is the bank. We need your OTP 360624 to resolve an urgent problem.,1
Are we still on for the meeting tomorrow?,0
Your card has been charged fraudulently. Call us at +84684610049 immediately and confirm your CVV.,1
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
Are we still on for the meeting tomorrow?,0
"This is the police. Your bank account has been compromised, transfer $4660 to 2014472124.",1
Are we still on for the meeting tomorrow?,0
Are we still on for the meeting tomorrow?,0
"This is the police. Your bank account has been compromised, transfer $1330 to 7846275248.",1
Reminder: Your electricity bill is due next week.,0
Your card has been charged fraudulently. Call us at +84552576031 immediately and confirm your CVV.,1
This is the bank. We need your OTP 673194 to resolve an urgent problem.,1
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
Your card has been charged fraudulently. Call us at +84232458480 immediately and confirm your CVV.,1
Your parcel is out for delivery and will arrive today.,0
Your parcel is out for delivery and will arrive today.,0
Reminder: Your electricity bill is due next week.,0
This is the bank. We need your OTP 070170 to resolve an urgent problem.,1
Are we still on for the meeting tomorrow?,0
Let's schedule your medical appointment for next Monday.,0
Are we still on for the meeting tomorrow?,0
Your parcel is out for delivery and will arrive today.,0
Congratulations! You won a government grant. Provide your bank details to receive $1198.,1
Your parcel is out for delivery and will arrive today.,0
Your card has been charged fraudulently. Call us at +84891594781 immediately and confirm your CVV.,1
Your card has been charged fraudulently. Call us at +84440519536 immediately and confirm your CVV.,1
Are we still on for the meeting tomorrow?,0
Reminder: Your electricity bill is due next week.,0
Are we still on for the meeting tomorrow?,0
Let's schedule your medical appointment for next Monday.,0
This is the bank. We need your OTP 702962 to resolve an urgent problem.,1
Your parcel is out for delivery and will arrive today.,0
Congratulations! You won a government grant. Provide your bank details to receive $1995.,1
Your parcel is out for delivery and will arrive today.,0
Let's schedule your medical appointment for next Monday.,0
Are we still on for the meeting tomorrow?,0
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
Congratulations! You won a government grant. Provide your bank details to receive $3046.,1
Your parcel is out for delivery and will arrive today.,0
Your parcel is out for delivery and will arrive today.,0
Your card has been charged fraudulently. Call us at +84388406615 immediately and confirm your CVV.,1
Reminder: Your electricity bill is due next week.,0
Your parcel is out for delivery and will arrive today.,0
Are we still on for the meeting tomorrow?,0
Congratulations! You won a government grant. Provide your bank details to receive $3699.,1
Are we still on for the meeting tomorrow?,0
Are we still on for the meeting tomorrow?,0
Congratulations! You won a government grant. Provide your bank details to receive $2793.,1
